order_item_id,order_id,product_id,quantity,unit_price
339,136,86,3,145000
340,136,20,5,79000
341,137,42,4,71000
342,137,72,3,195000
343,138,88,2,176000
344,138,45,5,97000
345,138,79,4,153000
346,138,75,1,183000
347,139,99,1,187000
348,139,22,4,181000
349,139,2,3,154000
350,139,16,3,21000
351,140,87,3,93000
352,140,49,2,171000
353,140,49,2,171000
354,141,50,5,103000
355,141,25,1,52000
356,142,100,3,34000
357,142,2,1,154000
358,142,63,3,141000
359,142,49,5,171000
360,143,16,3,21000
361,143,22,2,181000
362,143,25,5,52000
363,144,19,3,127000
364,145,40,5,182000
365,145,46,2,87000
366,146,7,3,"161,000"
367,146,81,3,79000
368,146,34,2,110000
369,147,77,4,111000
370,147,60,1,26000
371,148,37,4,92000
372,148,46,4,87000
373,149,85,1,38000
374,150,45,5,97000
375,150,69,3,11000
376,151,71,3,188000
377,151,99,5,187000
378,152,59,3,5000
379,152,58,5,55000
380,152,76,5,56000
381,153,22,4,181000
382,153,87,3,93000
383,154,96,2,96000
384,154,54,3,152000
385,154,29,5,31000
386,154,74,1,129000
387,155,9,2,75000
388,155,75,5,183000
389,155,67,3,145000
390,155,5,3,73000
391,156,93,2,121000
392,156,60,2,26000
393,156,53,2,105000
394,156,43,2,158000
395,157,59,3,5000
396,157,51,2,183000
397,157,71,2,188000
398,158,44,2,29000
399,159,10,4,169000
400,160,3,2,48000
401,160,85,5,38000
402,160,77,2,111000
403,161,75,1,183000
404,161,90,5,85000
405,162,1,2,61000
406,162,96,3,96000
407,162,54,2,152000
408,162,31,5,155000
409,163,13,1,18000
410,164,13,5,18000
411,164,51,3,183000
412,164,73,3,156000
413,164,46,3,87000
414,165,93,1,121000
415,165,90,1,85000
416,165,46,4,87000
417,165,62,2,82000
418,166,5,3,73000
419,166,77,3,111000
420,166,24,2,42000
421,167,97,1,187000
422,168,6,1,134000
423,168,30,1,149000
424,168,87,5,93000
425,169,75,1,183000
426,169,67,1,145000
427,169,5,2,73000
428,170,13,5,18000
429,170,17,4,76000
430,170,29,3,31000
431,171,19,1,127000
432,171,37,1,92000
433,171,87,5,not-a-number
434,171,70,4,168000
435,172,98,2,32000
436,172,88,3,176000
437,172,53,2,105000
438,172,38,5,25000
439,173,43,2,158000
440,173,71,1,188000
441,173,43,2,158000
442,173,10,4,169000
443,174,64,3,149000
444,174,29,3,31000
445,174,85,4,38000
446,174,21,4,11000
447,175,79,unknown,153000
448,176,14,4,17000
449,176,74,4,129000
450,177,57,4,96000
451,178,75,1,183000
452,178,83,2,74000
453,179,58,2,55000
454,179,18,3,140000
455,179,55,2,52000
456,179,2,3,154000
457,180,1,3,61000
458,181,82,1,170000
459,181,54,4,152000
460,182,94,1,85000
461,182,82,1,170000
462,182,21,4,11000
463,183,43,1,158000
464,183,1,3,61000
465,183,5,3,73000
466,184,37,4,92000
467,184,49,4,171000
468,185,7,3,161000
469,186,100,1,34000
470,186,96,3,96000
471,187,34,5,110000
472,187,71,1,188000
473,187,99,3,187000
474,188,29,5,31000
475,188,93,2,121000
476,188,14,3,17000
477,189,74,2,129000
478,190,90,2,85000
479,191,50,3,103000
480,191,11,2,58000
481,191,9,2,75000
482,192,95,5,82000
483,192,90,1,85000
484,192,24,3,42000
485,192,56,2,124000
486,193,98,2,32000
487,193,76,2,56000
488,194,98,2,32000
489,194,19,5,127000
490,194,37,4,92000
491,194,100,2,34000
492,195,99,5,187000
493,195,1,3,61000
494,196,59,4,5000
495,196,84,1,42000
496,196,73,2,156000
497,197,83,1,74000
498,197,64,4,149000
499,197,52,2,88000
500,197,45,5,97000
501,198,51,1,183000
502,199,81,2,79000
503,199,91,4,125000
504,199,73,5,156000
505,199,68,3,149000
506,200,26,5,79000
507,200,7,5,161000
508,200,4,2,33000
509,200,56,3,124000
510,201,32,5,140000
511,201,17,0,76000
512,201,13,4,18000
513,201,96,2,96000
514,202,37,2,92000
515,203,44,5,29000
516,203,46,5,87000
517,204,54,3,152000
518,204,42,2,71000
519,204,31,5,155000
520,205,86,3,145000
521,205,25,1,52000
522,205,100,2,"34,000"
523,205,21,3,11000
524,206,11,1,58000
525,207,43,2,158000
526,207,12,5,91000
527,207,58,3,55000
528,208,66,2,41000
529,209,22,3,181000
530,210,7,1,161000
531,210,56,1,124000
532,210,94,4,85000
533,211,34,2,110000
534,211,26,3,79000
535,211,77,2,111000
536,211,52,2,88000
537,212,93,2,121000
538,212,3,4,48000
539,212,63,2,141000
540,213,15,3,75000
541,213,25,4,52000
542,214,47,1,188000
543,214,91,4,125000
544,214,83,3,74000
545,214,84,3,42000
546,215,84,1,42000
547,215,48,1,25000
548,215,38,5,25000
549,216,2,2,154000
550,217,36,1,193000
551,217,67,1,145000
552,218,76,2,56000
553,218,44,4,29000
554,218,88,1,176000
555,218,18,3,140000
556,219,62,3,82000
557,220,29,1,31000
558,221,15,4,75000
559,221,89,3,178000
560,221,43,5,158000
561,222,42,2,71000
562,222,53,3,105000
563,222,99,2,187000
564,222,98,1,32000
565,223,81,2,79000
566,224,45,5,97000
567,225,11,5,58000
568,225,70,5,168000
569,225,97,4,187000
570,226,85,5,38000
571,226,40,1,182000
572,226,73,3,156000
573,227,69,2,11000
574,228,54,5,152000
575,228,18,2,140000
576,228,15,5,75000
577,228,69,1,11000
578,229,98,4,32000
579,229,17,2,0
580,229,45,5,97000
581,229,56,5,124000
582,230,14,5,17000
583,230,65,3,193000
584,231,52,1,88000
585,231,59,1,5000
586,231,48,2,25000
587,231,44,3,29000
588,232,68,4,149000
589,232,39,4,172000
590,233,23,2,197000
591,233,22,5,181000
592,233,35,1,53000
593,234,75,5,183000
594,234,27,5,21000
595,234,17,5,76000
596,235,96,4,96000
597,235,68,1,149000
598,235,61,5,28000
599,235,56,5,124000
600,236,37,3,92000
601,236,43,1,158000
602,236,35,3,53000
603,236,23,4,197000
604,237,40,4,182000
605,238,51,5,183000
606,239,100,2,34000
607,240,43,2,158000
608,240,76,3,56000
609,241,19,1,127000
610,241,9,2,75000
611,241,88,1,176000
612,241,24,-1,42000
613,242,46,5,87000
614,242,82,4,170000
615,242,80,2,187000
616,243,42,2,71000
617,243,32,3,140000
618,244,76,5,56000
619,244,43,2,158000
620,9992,98,1,32000
621,245,42,1,71000
622,245,90,2,85000
623,245,84,5,42000
624,246,84,5,42000
625,247,94,2,85000
626,248,92,4,74000
627,248,19,5,127000
628,248,34,3,110000
629,248,95,1,82000
630,249,17,3,76000
631,249,15,4,75000
632,250,52,3,88000
633,250,87,3,93000
634,251,98,5,32000
635,252,52,4,88000
636,252,68,2,149000
637,253,22,2,181000
638,253,36,4,193000
639,253,23,4,197000
640,254,14,2,17000
641,254,55,4,52000
642,254,51,5,183000
643,255,34,2,110000
644,255,11,4,58000
645,255,7,2,161000
646,255,93,1,121000
647,256,16,1,21000
648,256,49,2,171000
649,256,40,3,182000
650,257,79,5,153000
651,257,48,1,25000
652,257,75,3,183000
653,258,69,1,11000
654,258,22,2,181000
655,258,18,3,140000
656,258,39,1,172000
657,259,58,1,55000
658,259,20,4,79000
659,259,30,4,149000
660,259,100,1,34000
661,260,60,2,26000
662,260,51,1,183000
663,261,29,5,31000
664,262,11,2,58000
665,262,75,3,183000
666,263,66,1,41000
667,263,73,4,156000
668,264,94,4,85000
669,265,87,2,93000
670,265,34,3,110000
671,265,17,1,76000
672,266,65,2,193000
673,266,83,1,74000
674,266,87,5,93000
675,266,32,5,140000
676,267,64,1,149000
677,267,83,5,74000
678,267,39,5,172000
679,268,97,4,187000
680,268,45,3,97000
681,268,100,5,34000
682,269,15,5,75000
683,269,82,5,170000
684,269,90,5,85000
685,270,16,4,21000
686,271,9,4,75000
687,271,76,3,56000
688,272,21,5,11000
689,272,94,5,85000
690,273,74,1,"129,000"
691,273,89,3,178000
692,273,6,4,134000
693,274,57,5,96000
694,275,9,4,75000
695,275,37,4,92000
696,276,94,4,85000
697,277,10,1,169000
698,277,86,5,145000
699,277,84,5,42000
700,277,31,5,155000
701,278,9992,2,145000
702,278,74,5,129000
703,278,49,0,171000
704,278,99,4,187000
705,279,37,2,92000
706,279,46,2,87000
707,279,8,1,18000
708,280,19,4,127000
709,280,51,5,183000
710,280,51,3,183000
711,280,42,1,71000
712,281,9,4,75000
713,281,86,3,145000
714,281,59,5,5000
715,281,21,4,11000
716,282,9,3,75000
717,283,26,1,79000
718,283,60,4,26000
719,283,15,4,75000
720,284,76,3,56000
721,285,20,4,79000
722,285,9,1,75000
723,285,36,4,193000
724,286,83,3,74000
725,286,15,4,75000
726,286,5,2,73000
727,287,99,1,187000
728,287,58,5,55000
729,287,88,5,176000
730,287,87,4,93000
731,288,8,2,18000
732,288,34,4,110000
733,288,29,1,31000
734,288,61,1,28000
735,289,93,4,121000
736,290,97,1,187000
737,290,56,4,124000
738,290,96,50,96000
739,291,82,2,170000
740,291,45,4,97000
741,291,84,5,42000
742,291,8,4,18000
743,292,38,3,25000
744,292,12,4,91000
745,292,96,4,96000
746,293,24,1,42000
747,293,81,4,79000
748,293,91,4,125000
749,294,26,1,79000
750,294,54,2,152000
751,295,31,100,155000
752,296,30,2,149000
753,296,54,1,152000
754,296,13,5,18000
755,297,81,2,79000
756,297,92,3,74000
757,298,12,4,91000
758,299,14,5,17000
759,299,54,4,152000
760,299,30,1,149000
761,299,50,4,103000
762,300,88,1,176000
763,300,42,3,71000
109,49,36,1,193000
549,216,2,2,154000
